STEP 0; EVENT position; UNIT rover-1; POSITION [12,13]
STEP: 59;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 60;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 61;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 62;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 63;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 64;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 65;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 66;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 67;EVENT: Position; UNIT: rover -1;POSITION: [8,7]
STEP: 68;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 69;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 70;EVENT: Position; UNIT: rover -1;POSITION: [11,8]
STEP: 71;EVENT: Position; UNIT: rover -1;POSITION: [11,7]
STEP: 72;EVENT: Position; UNIT: rover -1;POSITION: [12,7]
STEP: 73;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 74;EVENT: Position; UNIT: rover -1;POSITION: [14,7]
STEP: 75;EVENT: Position; UNIT: rover -1;POSITION: [14,7]
STEP: 76;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 77;EVENT: Position; UNIT: rover -1;POSITION: [14,7]
STEP: 78;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 79;EVENT: Position; UNIT: rover -1;POSITION: [12,7]
STEP: 80;EVENT: Position; UNIT: rover -1;POSITION: [12,7]
STEP: 81;EVENT: Position; UNIT: rover -1;POSITION: [13,8]
STEP: 82;EVENT: Position; UNIT: rover -1;POSITION: [14,9]
STEP: 83;EVENT: Position; UNIT: rover -1;POSITION: [15,10]
STEP: 84;EVENT: Position; UNIT: rover -1;POSITION: [15,11]
STEP: 85;EVENT: Position; UNIT: rover -1;POSITION: [14,10]
STEP: 86;EVENT: Position; UNIT: rover -1;POSITION: [15,11]
STEP: 87;EVENT: Position; UNIT: rover -1;POSITION: [15,10]
STEP: 88;EVENT: Position; UNIT: rover -1;POSITION: [14,11]
STEP: 89;EVENT: Position; UNIT: rover -1;POSITION: [15,12]
STEP: 90;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 91;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 92;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 93;EVENT: Position; UNIT: rover -1;POSITION: [15,13]
STEP: 94;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 95;EVENT: Position; UNIT: rover -1;POSITION: [13,12]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [14,11]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [14,10]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [15,9]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [14,9]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [13,9]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [14,10]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [13,10]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [12,10]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [12,10]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [12,9]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [11,10]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [12,9]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [11,8]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [11,9]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [12,9]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [11,8]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [9,10]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,7]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 33;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 34;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 35;EVENT: Position; UNIT: rover -1;POSITION: [8,10]
STEP: 36;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 37;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 38;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 39;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 40;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 41;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 42;EVENT: Position; UNIT: rover -1;POSITION: [4,10]
STEP: 43;EVENT: Position; UNIT: rover -1;POSITION: [4,10]
STEP: 44;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 45;EVENT: Position; UNIT: rover -1;POSITION: [4,12]
STEP: 46;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 47;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 48;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 49;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 50;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 51;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 52;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 53;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 54;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 55;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 56;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 57;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 58;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 59;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 60;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 61;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 62;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 63;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 64;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 65;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 66;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 67;EVENT: Position; UNIT: rover -1;POSITION: [8,7]
STEP: 68;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 69;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 70;EVENT: Position; UNIT: rover -1;POSITION: [11,8]
STEP: 71;EVENT: Position; UNIT: rover -1;POSITION: [11,7]
STEP: 72;EVENT: Position; UNIT: rover -1;POSITION: [12,7]
STEP: 73;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 74;EVENT: Position; UNIT: rover -1;POSITION: [14,7]
STEP: 75;EVENT: Position; UNIT: rover -1;POSITION: [14,7]
STEP: 76;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 77;EVENT: Position; UNIT: rover -1;POSITION: [14,7]
STEP: 78;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 79;EVENT: Position; UNIT: rover -1;POSITION: [12,7]
STEP: 80;EVENT: Position; UNIT: rover -1;POSITION: [12,7]
STEP: 81;EVENT: Position; UNIT: rover -1;POSITION: [13,8]
STEP: 82;EVENT: Position; UNIT: rover -1;POSITION: [14,9]
STEP: 83;EVENT: Position; UNIT: rover -1;POSITION: [15,10]
STEP: 84;EVENT: Position; UNIT: rover -1;POSITION: [15,11]
STEP: 85;EVENT: Position; UNIT: rover -1;POSITION: [14,10]
STEP: 86;EVENT: Position; UNIT: rover -1;POSITION: [15,11]
STEP: 87;EVENT: Position; UNIT: rover -1;POSITION: [15,10]
STEP: 88;EVENT: Position; UNIT: rover -1;POSITION: [14,11]
STEP: 89;EVENT: Position; UNIT: rover -1;POSITION: [15,12]
STEP: 90;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 91;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 92;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 93;EVENT: Position; UNIT: rover -1;POSITION: [15,13]
STEP: 94;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 95;EVENT: Position; UNIT: rover -1;POSITION: [13,12]
STEP: 96;EVENT: Position; UNIT: rover -1;POSITION: [14,11]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [14,11]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [14,10]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [15,9]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [14,9]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [13,9]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [14,10]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [13,10]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [12,10]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [12,10]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [12,9]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [11,10]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [12,9]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [11,8]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [11,9]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [12,9]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [11,8]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [9,10]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,7]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 33;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 34;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 35;EVENT: Position; UNIT: rover -1;POSITION: [8,10]
STEP: 36;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 37;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 38;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 39;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 40;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 41;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 42;EVENT: Position; UNIT: rover -1;POSITION: [4,10]
STEP: 43;EVENT: Position; UNIT: rover -1;POSITION: [4,10]
STEP: 44;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 45;EVENT: Position; UNIT: rover -1;POSITION: [4,12]
STEP: 46;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 47;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 48;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 49;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 50;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 51;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 52;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 53;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 54;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 55;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 56;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 57;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 58;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 59;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 60;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 61;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 62;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 63;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 64;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 65;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 66;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 67;EVENT: Position; UNIT: rover -1;POSITION: [8,7]
STEP: 68;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 69;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 70;EVENT: Position; UNIT: rover -1;POSITION: [11,8]
STEP: 71;EVENT: Position; UNIT: rover -1;POSITION: [11,7]
STEP: 72;EVENT: Position; UNIT: rover -1;POSITION: [12,7]
STEP: 73;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 74;EVENT: Position; UNIT: rover -1;POSITION: [14,7]
STEP: 75;EVENT: Position; UNIT: rover -1;POSITION: [14,7]
STEP: 76;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 77;EVENT: Position; UNIT: rover -1;POSITION: [14,7]
STEP: 78;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 79;EVENT: Position; UNIT: rover -1;POSITION: [12,7]
STEP: 80;EVENT: Position; UNIT: rover -1;POSITION: [12,7]
STEP: 81;EVENT: Position; UNIT: rover -1;POSITION: [13,8]
STEP: 82;EVENT: Position; UNIT: rover -1;POSITION: [14,9]
STEP: 83;EVENT: Position; UNIT: rover -1;POSITION: [15,10]
STEP: 84;EVENT: Position; UNIT: rover -1;POSITION: [15,11]
STEP: 85;EVENT: Position; UNIT: rover -1;POSITION: [14,10]
STEP: 86;EVENT: Position; UNIT: rover -1;POSITION: [15,11]
STEP: 87;EVENT: Position; UNIT: rover -1;POSITION: [15,10]
STEP: 88;EVENT: Position; UNIT: rover -1;POSITION: [14,11]
STEP: 89;EVENT: Position; UNIT: rover -1;POSITION: [15,12]
STEP: 90;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 91;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 92;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 93;EVENT: Position; UNIT: rover -1;POSITION: [15,13]
STEP: 94;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 95;EVENT: Position; UNIT: rover -1;POSITION: [13,12]
STEP: 96;EVENT: Position; UNIT: rover -1;POSITION: [14,11]
STEP: 97;EVENT: Position; UNIT: rover -1;POSITION: [15,11]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [14,11]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [14,10]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [15,9]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [14,9]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [13,9]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [14,10]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [13,10]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [12,10]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [12,10]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [12,9]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [11,10]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [12,9]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [11,8]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [11,9]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [12,9]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [11,8]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [9,10]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,7]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 33;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 34;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 35;EVENT: Position; UNIT: rover -1;POSITION: [8,10]
STEP: 36;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 37;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 38;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 39;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 40;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 41;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 42;EVENT: Position; UNIT: rover -1;POSITION: [4,10]
STEP: 43;EVENT: Position; UNIT: rover -1;POSITION: [4,10]
STEP: 44;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 45;EVENT: Position; UNIT: rover -1;POSITION: [4,12]
STEP: 46;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 47;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 48;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 49;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 50;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 51;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 52;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 53;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 54;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 55;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 56;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 57;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 58;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 59;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 60;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 61;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 62;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 63;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 64;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 65;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 66;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 67;EVENT: Position; UNIT: rover -1;POSITION: [8,7]
STEP: 68;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 69;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 70;EVENT: Position; UNIT: rover -1;POSITION: [11,8]
STEP: 71;EVENT: Position; UNIT: rover -1;POSITION: [11,7]
STEP: 72;EVENT: Position; UNIT: rover -1;POSITION: [12,7]
STEP: 73;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 74;EVENT: Position; UNIT: rover -1;POSITION: [14,7]
STEP: 75;EVENT: Position; UNIT: rover -1;POSITION: [14,7]
STEP: 76;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 77;EVENT: Position; UNIT: rover -1;POSITION: [14,7]
STEP: 78;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 79;EVENT: Position; UNIT: rover -1;POSITION: [12,7]
STEP: 80;EVENT: Position; UNIT: rover -1;POSITION: [12,7]
STEP: 81;EVENT: Position; UNIT: rover -1;POSITION: [13,8]
STEP: 82;EVENT: Position; UNIT: rover -1;POSITION: [14,9]
STEP: 83;EVENT: Position; UNIT: rover -1;POSITION: [15,10]
STEP: 84;EVENT: Position; UNIT: rover -1;POSITION: [15,11]
STEP: 85;EVENT: Position; UNIT: rover -1;POSITION: [14,10]
STEP: 86;EVENT: Position; UNIT: rover -1;POSITION: [15,11]
STEP: 87;EVENT: Position; UNIT: rover -1;POSITION: [15,10]
STEP: 88;EVENT: Position; UNIT: rover -1;POSITION: [14,11]
STEP: 89;EVENT: Position; UNIT: rover -1;POSITION: [15,12]
STEP: 90;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 91;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 92;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 93;EVENT: Position; UNIT: rover -1;POSITION: [15,13]
STEP: 94;EVENT: Position; UNIT: rover -1;POSITION: [14,12]
STEP: 95;EVENT: Position; UNIT: rover -1;POSITION: [13,12]
STEP: 96;EVENT: Position; UNIT: rover -1;POSITION: [14,11]
STEP: 97;EVENT: Position; UNIT: rover -1;POSITION: [15,11]
STEP: 98;EVENT: Position; UNIT: rover -1;POSITION: [14,11]
STEP: 0;EVENT: Position; UNIT: rover -1;POSITION: [12,12]
STEP: 1;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 2;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 3;EVENT: Position; UNIT: rover -1;POSITION: [14,11]
STEP: 4;EVENT: Position; UNIT: rover -1;POSITION: [14,10]
STEP: 5;EVENT: Position; UNIT: rover -1;POSITION: [15,9]
STEP: 6;EVENT: Position; UNIT: rover -1;POSITION: [14,9]
STEP: 7;EVENT: Position; UNIT: rover -1;POSITION: [13,9]
STEP: 8;EVENT: Position; UNIT: rover -1;POSITION: [14,10]
STEP: 9;EVENT: Position; UNIT: rover -1;POSITION: [13,10]
STEP: 10;EVENT: Position; UNIT: rover -1;POSITION: [12,10]
STEP: 11;EVENT: Position; UNIT: rover -1;POSITION: [13,11]
STEP: 12;EVENT: Position; UNIT: rover -1;POSITION: [12,10]
STEP: 13;EVENT: Position; UNIT: rover -1;POSITION: [12,9]
STEP: 14;EVENT: Position; UNIT: rover -1;POSITION: [11,10]
STEP: 15;EVENT: Position; UNIT: rover -1;POSITION: [12,9]
STEP: 16;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 17;EVENT: Position; UNIT: rover -1;POSITION: [13,7]
STEP: 18;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 19;EVENT: Position; UNIT: rover -1;POSITION: [11,8]
STEP: 20;EVENT: Position; UNIT: rover -1;POSITION: [11,9]
STEP: 21;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 22;EVENT: Position; UNIT: rover -1;POSITION: [12,8]
STEP: 23;EVENT: Position; UNIT: rover -1;POSITION: [12,9]
STEP: 24;EVENT: Position; UNIT: rover -1;POSITION: [11,8]
STEP: 25;EVENT: Position; UNIT: rover -1;POSITION: [10,9]
STEP: 26;EVENT: Position; UNIT: rover -1;POSITION: [9,10]
STEP: 27;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 28;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 29;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 30;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 31;EVENT: Position; UNIT: rover -1;POSITION: [10,7]
STEP: 32;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 33;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
STEP: 34;EVENT: Position; UNIT: rover -1;POSITION: [9,9]
STEP: 35;EVENT: Position; UNIT: rover -1;POSITION: [8,10]
STEP: 36;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 37;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 38;EVENT: Position; UNIT: rover -1;POSITION: [7,12]
STEP: 39;EVENT: Position; UNIT: rover -1;POSITION: [7,11]
STEP: 40;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 41;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 42;EVENT: Position; UNIT: rover -1;POSITION: [4,10]
STEP: 43;EVENT: Position; UNIT: rover -1;POSITION: [4,10]
STEP: 44;EVENT: Position; UNIT: rover -1;POSITION: [5,11]
STEP: 45;EVENT: Position; UNIT: rover -1;POSITION: [4,12]
STEP: 46;EVENT: Position; UNIT: rover -1;POSITION: [5,12]
STEP: 47;EVENT: Position; UNIT: rover -1;POSITION: [6,11]
STEP: 48;EVENT: Position; UNIT: rover -1;POSITION: [5,10]
STEP: 49;EVENT: Position; UNIT: rover -1;POSITION: [6,9]
STEP: 50;EVENT: Position; UNIT: rover -1;POSITION: [6,10]
STEP: 51;EVENT: Position; UNIT: rover -1;POSITION: [7,10]
STEP: 52;EVENT: Position; UNIT: rover -1;POSITION: [8,9]
STEP: 53;EVENT: Position; UNIT: rover -1;POSITION: [9,8]
STEP: 54;EVENT: Position; UNIT: rover -1;POSITION: [10,8]
STEP: 55;EVENT: Position; UNIT: rover -1;POSITION: [9,7]
STEP: 56;EVENT: Position; UNIT: rover -1;POSITION: [8,8]
